NCESID,NAME,ADDRESS,CITY,STATE,COUNTY
1508034,ST MARY SCHOOL,214 CHURCH ST,ALGOMA,WI,KEWAUNEE
1508486,ST MARYS SCHOOL,1406 MAIN ST,LUXEMBURG,WI,KEWAUNEE
1509559,ST PATRICK SCHOOL,325 MANSION ST,MAUSTON,WI,JUNEAU
1509639,ST PATRICK SCHOOL,127 11TH AVE N,ONALASKA,WI,LA CROSSE
1511579,ST PAUL LUTHERAN SCHOOL,N4118 COUNTY ROAD AB,LUXEMBURG,WI,KEWAUNEE
A0110289,ST PAUL'S EVANGELICAL LUTHERAN SCHOOL,1301 PEARL STREET,BANGOR,WI,LA CROSSE
1512517,ST PAUL'S LUTHERAN SCHOOL,309 BLUFF ST,FORT ATKINSON,WI,JEFFERSON
1512404,ST PAULS EVANGELICAL LUTHERAN SCHOOL,101 CHURCH ST,WONEWOC,WI,JUNEAU
1513441,ST PAULS EVANGELICAL LUTHERAN SCHOOL,1115 DIVISION ST,ALGOMA,WI,KEWAUNEE
1515143,ST PAULS LUTHERAN SCHOOL,W1956 GOPHER HILL RD,IXONIA,WI,JEFFERSON
1514809,ST PETERS LUTHERAN SCHOOL,W3255 US HIGHWAY 18,HELENVILLE,WI,JEFFERSON
1512539,TRINITY-ST LUKES LUTHERAN ELEMENTARY SCHOOL,801 S 5TH ST,WATERTOWN,WI,JEFFERSON
A0110298,TRINITY-ST LUKES LUTHERAN MIDDLE SCHOOL,303 CLARK ST,WATERTOWN,WI,JEFFERSON
A0110302,WINGS OF EAGLES CHRISTIAN ACADEMY,916 FELD ST,ALGOMA,WI,KEWAUNEE
2068045,ABBOTSFORD CHRISTIAN ACADEMY,4868 CEMETARY AVE,ABBOTSFORD,WI,MARATHON
A0303349,ALL SAINTS CATHOLIC SCHOOL,419 6TH AVE,ANTIGO,WI,LANGLADE
1509402,AQUINAS HIGH SCHOOL,315 SOUTH 11TH STREET,LA CROSSE,WI,LA CROSSE
A9904475,AQUINAS MIDDLE SCHOOL,315 11TH ST S,LA CROSSE,WI,LA CROSSE
A9703639,ASHLING MONTESSORI SCHOOL,2005 JOHNSTON DR,MANITOWOC,WI,MANITOWOC
1512834,BETHANY EVANGELICAL LUTHERAN SCHOOL,3209 MEADOW LN,MANITOWOC,WI,MANITOWOC
1509413,BLESSED SACRAMENT SCHOOL,2404 KING ST,LA CROSSE,WI,LA CROSSE
1513805,CHRIST-ST JOHN'S LUTHERAN SCHOOL,500 PARK ST,WEST SALEM,WI,LA CROSSE
AA890996,COULEE REGION CHRISTIAN SCHOOL,230 GARLAND ST W,WEST SALEM,WI,LA CROSSE
1508453,DIVINE SAVIOR CATHOLIC SCHOOL,423 FREMONT ST,KIEL,WI,MANITOWOC
A9301065,FAITH CHRISTIAN ACADEMY,225 S 28TH AVE,WAUSAU,WI,MARATHON
1513033,FIRST EVANGELICAL LUTHERAN SCHOOL,520 WEST AVE S,LA CROSSE,WI,LA CROSSE
1515336,FIRST GERMAN EVANGELICAL LUTHERAN SCHOOL,1025 S 8TH ST,MANITOWOC,WI,MANITOWOC
A0702468,HILLSIDE CHRISTIAN SCHOOL,6300 BITTERSWEET RD,WAUSAU,WI,MARATHON
1510906,HOLY ROSARY CHURCH & SCHOOL,744 WELLS ST,DARLINGTON,WI,LAFAYETTE
2068373,HYLANDALE CHURCH SCHOOL,N3200 COUNTY ROAD J,ROCKLAND,WI,LA CROSSE
1513306,LUTHER HIGH SCHOOL,1501 WILSON ST,ONALASKA,WI,LA CROSSE
1513281,MT CALVARY-GRACE LUTHERAN SCHOOL,1614 PARK AVE,LA CROSSE,WI,LA CROSSE
1509923,NEWMAN CATHOLIC MIDDLE / HIGH SCHOOL,1130 W BRIDGE ST,WAUSAU,WI,MARATHON
A9504548,NTC CHRISTIAN ACADEMY,N2519 BUS HWY K,MERRILL,WI,LINCOLN
1511637,PEACE LUTHERAN SCHOOL,300 LINCOLN ST,ANTIGO,WI,LANGLADE
1508136,RONCALLI HIGH SCHOOL,2000 MIRRO DR,MANITOWOC,WI,MANITOWOC
1510087,ST ANTHONY SCHOOL,309 MUELLER ST,ATHENS,WI,MARATHON
A9504561,ST FRANCIS OF ASSISI ELEMENTARY SCHOOL,1408 WALDO BLVD,MANITOWOC,WI,MANITOWOC
1511047,ST FRANCIS XAVIER CATHOLIC SCHOOL,1708 E 10TH ST,MERRILL,WI,LINCOLN
1509027,ST GREGORY SCHOOL,212 CHURCH STREET,SAINT NAZIANZ,WI,MANITOWOC
A0303389,ST JOHN LUTHERAN SCHOOL,14323 MARIBEL RD,MARIBEL,WI,MANITOWOC
1511692,ST JOHN LUTHERAN SCHOOL,1104 E 3RD ST,MERRILL,WI,LINCOLN
1510134,ST JOHN THE BAPTIST CATHOLIC SCHOOL,125 N 4TH AVE,EDGAR,WI,MARATHON
1512379,ST JOHN'S LUTHERAN SCHOOL,3607 45TH ST,TWO RIVERS,WI,MANITOWOC
1513113,ST JOHN-ST JAMES LUTHERAN SCHOOL,223 MANITOWOC ST,REEDSVILLE,WI,MANITOWOC
1513408,ST JOHNS LUTHERAN SCHOOL,7531A ENGLISH LAKE RD,MANITOWOC,WI,MANITOWOC
1509424,ST JOSEPH CATHEDRAL SCHOOL,1319 FERRY ST,LA CROSSE,WI,LA CROSSE
1509504,ST MARY SCHOOL,716 MARKET ST.,MARATHON,WI,MARATHON
1508759,ST MARY/ST MICHAEL SCHOOL,19 S COUNTY ROAD J,CATO,WI,MANITOWOC
1511193,ST MARYS SCHOOL,221 E WASHINGTON AVE,TOMAHAWK,WI,LINCOLN
1513292,ST PAULS LUTHERAN SCHOOL,1201 MAIN STREET,ONALASKA,WI,LA CROSSE
A9106999,TRINITY LUTHERAN SCHOOL,387 CEMETERY RD,KIEL,WI,MANITOWOC
1511648,TRINITY LUTHERAN SCHOOL,301 ELM ST,ATHENS,WI,MARATHON
1511706,TRINITY LUTHERAN SCHOOL,611 W MAIN ST,MERRILL,WI,LINCOLN
A9304124,RIVERMONT SCHOOL,3024 FOREST HILLS CIR,LYNCHBURG,VA,LYNCHBURG
2119568,BADGER STATE BAPTIST SCHOOL,8519 S 13TH ST,OAK CREEK,WI,MILWAUKEE
1507551,BLESSED SAVIOR CATHOLIC SCHOOL - EAST CAMPUS,5140 N 55TH ST,MILWAUKEE,WI,MILWAUKEE
1512958,CHRIST-ST PETER LUTHERAN SCHOOL,2229 W GREENFIELD AVE,MILWAUKEE,WI,MILWAUKEE
1506423,DIVINE MERCY SCHOOL,695 COLLEGE AVE,SOUTH MILWAUKEE,WI,MILWAUKEE
1506092,DIVINE SAVIOR HOLY ANGELS HIGH SCHOOL,4257 N 100TH ST,MILWAUKEE,WI,MILWAUKEE
1513973,FAITH CHRISTIAN SCHOOL,233 W MAIN ST,COLEMAN,WI,MARINETTE
1515201,GARDEN HOMES LUTHERAN SCHOOL,2450 W ROOSEVELT DR,MILWAUKEE,WI,MILWAUKEE
1933728,GRACE LUTHERAN SCHOOL,8537 S PENNSYLVANIA AVE,OAK CREEK,WI,MILWAUKEE
1513099,HALES CORNERS LUTHERAN SCHOOL,12300 W JANESVILLE RD,HALES CORNERS,WI,MILWAUKEE
1506412,HOLY FAMILY PARISH SCHOOL,4849 N WILDWOOD AVE,WHITEFISH BAY,WI,MILWAUKEE
1506605,HOLY WISDOM ACADEMY,3329 S 10TH ST,MILWAUKEE,WI,MILWAUKEE
1512914,LAMB OF GOD EV LUTHERAN SCHOOL,2217 S 99TH ST,WEST ALLIS,WI,MILWAUKEE
1506321,MARY QUEEN OF SAINTS CATHOLIC ACADEMY-GREENFIELD,1435 S 92ND ST,WEST ALLIS,WI,MILWAUKEE
1509934,NEWMAN CATHOLIC ELEMENTARY AT ST ANNE PARISH,604 N 6TH AVE,WAUSAU,WI,MARATHON
1933557,NORTHLAND LUTHERAN HIGH SCHOOL,2107 TOWER RD,KRONENWETTER,WI,MARATHON
1514434,OUR FATHER'S LUTHERAN SCHOOL,6023 S 27TH ST,GREENFIELD,WI,MILWAUKEE
1512368,OUR SAVIORS LUTHERAN SCHOOL,703 FLIETH ST,WAUSAU,WI,MARATHON
1506026,PRINCE OF PEACE SCHOOL,1114 S 25TH ST,MILWAUKEE,WI,MILWAUKEE
1505623,ST ALPHONSUS SCHOOL,6000 W LOOMIS RD,GREENDALE,WI,MILWAUKEE
1505689,ST EUGENE SCHOOL,7600 N PORT WASHINGTON RD,FOX POINT,WI,MILWAUKEE
1512947,ST JACOBI EVANGELICAL LUTHERAN SCHOOL,8605 W FOREST HOME AVE,GREENFIELD,WI,MILWAUKEE
1506638,ST JOAN ANTIDA HIGH SCHOOL,1341 N CASS ST,MILWAUKEE,WI,MILWAUKEE
1515325,ST JOHN EVANGELICAL LUTHERAN SCHOOL,N1926 CHURCH RD,PESHTIGO,WI,MARINETTE
1513077,ST JOHN LUTHERAN SCHOOL,E10723 COUNTY ROAD Z,WAUSAU,WI,MARATHON
1513565,ST JOHN'S EVANGELICAL LUTHERAN SCHOOL,1278 DEWEY AVE,WAUWATOSA,WI,MILWAUKEE
1511331,ST JOHN'S LUTHERAN SCHOOL,313 E MONTELLO ST,MONTELLO,WI,MARQUETTE
1516395,ST JOHNS LUTHERAN SCHOOL,7877 N PORT WASHINGTON RD,GLENDALE,WI,MILWAUKEE
1509876,ST JOSEPH SCHOOL,420 E LARCH ST,STRATFORD,WI,MARATHON
1506762,ST MATTHIAS PARISH SCHOOL,9300 W BELOIT RD,MILWAUKEE,WI,MILWAUKEE
1506773,ST MONICA SCHOOL,5635 N SANTA MONICA BLVD,WHITEFISH BAY,WI,MILWAUKEE
A9504569,ST PAUL CATHOLIC GRADE SCHOOL,404 HIGH ST,MOSINEE,WI,MARATHON
1507482,ST RAFAEL THE ARCHANGEL SCHOOL,2251 S 31ST ST,MILWAUKEE,WI,MILWAUKEE
1506478,ST ROBERT ELEMENTARY SCHOOL,2200 E CAPITOL DR,SHOREWOOD,WI,MILWAUKEE
1506864,ST SEBASTIAN SCHOOL,1747 N 54TH ST,MILWAUKEE,WI,MILWAUKEE
1506795,ST THOMAS AQUINAS ACADEMY,341 E NORWICH ST,MILWAUKEE,WI,MILWAUKEE
1509184,ST THOMAS AQUINAS ACADEMY,1200 MAIN ST,MARINETTE,WI,MARINETTE
1508103,ST THOMAS AQUINAS ACADEMY-ELEMENTARY CAMPUS,141 S WOOD AVE,PESHTIGO,WI,MARINETTE
1511626,TRINITY LUTHERAN SCHOOL,501 STEWART AVE,WAUSAU,WI,MARATHON
1506241,WAUWATOSA CATHOLIC SCHOOL,1500 N WAUWATOSA AVE,WAUWATOSA,WI,MILWAUKEE
A9106888,CARMELITE HOME FOR BOYS - SCHOOL,1214 KAVANAUGH PL,WAUWATOSA,WI,MILWAUKEE
A0503704,CARTERS CHRISTIAN ACADEMY,5268 N 35TH ST,MILWAUKEE,WI,MILWAUKEE
A0503705,CHRISTIAN FAITH ACADEMY,2327 N 52ND ST,MILWAUKEE,WI,MILWAUKEE
2068544,CLARA MOHAMMED SCHOOL,317 W WRIGHT ST,MILWAUKEE,WI,MILWAUKEE
A9703677,GRANVILLE LUTHERAN SCHOOL,8242 N GRANVILLE RD,MILWAUKEE,WI,MILWAUKEE
A9904514,EARLY VIEW ACADEMY OF EXCELLENCE,7132 W GOOD HOPE RD,MILWAUKEE,WI,MILWAUKEE
A0110249,EASTBROOK ACADEMY,5375 N GREEN BAY AVE,MILWAUKEE,WI,MILWAUKEE
A9301062,HOLY REDEEMER CHRISTIAN ACADEMY,3500 W MOTHER DANIELS WAY,MILWAUKEE,WI,MILWAUKEE
A0303368,HOPE CHRISTIAN SCHOOL - PRIMA,2345 N 25TH ST,MILWAUKEE,WI,MILWAUKEE
A0702477,LOVING SHEPHERD LUTHERAN SCHOOL,3909 W CLINTON AVE,MILWAUKEE,WI,MILWAUKEE
A0503743,MALAIKA EARLY LEARNING CENTER,125 W AUER AVE,MILWAUKEE,WI,MILWAUKEE
A9106937,MESSMER CATHOLIC SCHOOLS,742 W CAPITOL DR,MILWAUKEE,WI,MILWAUKEE
A0702478,MILWAUKEE ACADEMY,W. WATERTOWN PLANK RD.,WAUWATOSA,WI,MILWAUKEE
1513576,MILWAUKEE MONTESSORI SCHOOL,345 N 95TH ST,MILWAUKEE,WI,MILWAUKEE
1516147,MILWAUKEE SEVENTH-DAY ADVENTIST SCHOOL,10900 W MILL RD,MILWAUKEE,WI,MILWAUKEE
1511874,MT CALVARY LUTHERAN SCHOOL,2862 N 53RD ST,MILWAUKEE,WI,MILWAUKEE
1514387,MT LEBANON EVANGELICAL LUTHERAN SCHOOL,6100 W HAMPTON AVE,MILWAUKEE,WI,MILWAUKEE
A0702479,NEW WORLD MONTESSORI SCHOOL,1101 W BROWN DEER RD,MILWAUKEE,WI,MILWAUKEE
1507595,OUR LADY QUEEN OF PEACE SCHOOL,2733 W EUCLID AVE,MILWAUKEE,WI,MILWAUKEE
K9306398,RISEN SAVIOR LUTHERAN SCHOOL,9550 W BROWN DEER RD,MILWAUKEE,WI,MILWAUKEE
A9504572,SALAM SCHOOL,4707 S 13TH ST,MILWAUKEE,WI,MILWAUKEE
1516001,SHARON JUNIOR ACADEMY,1369 W MEINECKE AVE,MILWAUKEE,WI,MILWAUKEE
1507664,ST ADALBERT ELEMENTARY SCHOOL,1913 W BECHER ST,MILWAUKEE,WI,MILWAUKEE
A9301055,ST COLETTA DAY SCHOOL OF MILWAUKEE,1740 N 55TH ST,MILWAUKEE,WI,MILWAUKEE
1513543,ST JOHNS LUTHERAN SCHOOL,4001 S 68TH ST,MILWAUKEE,WI,MILWAUKEE
A0304119,ST LUCAS EVANGELICAL LUTHERAN SCHOOL,648 E DOVER ST,MILWAUKEE,WI,MILWAUKEE
1515212,ST MARCUS LUTHERAN SCHOOL,2215 N PALMER ST,MILWAUKEE,WI,MILWAUKEE
1512029,ST MARTINI LUTHERAN SCHOOL,1520 S CESAR E CHAVEZ DRIVE,MILWAUKEE,WI,MILWAUKEE
1513634,ST PAULS LUTHERAN SCHOOL,3766 E CUDAHY AVE,CUDAHY,WI,MILWAUKEE
1511397,ST PAULS LUTHERAN SCHOOL,7821 W LINCOLN AVE,WEST ALLIS,WI,MILWAUKEE
1507722,ST VINCENT PALLOTTI SCHOOL,201 N 76TH ST,MILWAUKEE,WI,MILWAUKEE
A9703704,TAMARACK WALDORF SCHOOL,1150 E BRADY ST,MILWAUKEE,WI,MILWAUKEE
A0110237,TEXAS BUFKIN CHRISTIAN ACADEMY,827 N 34TH ST,MILWAUKEE,WI,MILWAUKEE
1513102,THE HILLEL ACADEMY,6401 N SANTA MONICA BLVD,MILWAUKEE,WI,MILWAUKEE
A9703707,TORAH ACADEMY OF MILWAUKEE,6800 N GREEN BAY AVE,GLENDALE,WI,MILWAUKEE
A0110300,VICTORY CHRISTIAN ACADEMY,6021 W LINCOLN AVE,MILWAUKEE,WI,MILWAUKEE
1933615,WISCONSIN INSTITUTE FOR TORAH STUDY,3288 N LAKE DR,MILWAUKEE,WI,MILWAUKEE
1513554,WISCONSIN LUTHERAN HIGH SCHOOL,330 GLENVIEW AVE,MILWAUKEE,WI,MILWAUKEE
1512674,WORD OF LIFE LUTHERAN SCHOOL,3545 S 23RD ST,MILWAUKEE,WI,MILWAUKEE
A9107011,YESHIVA ELEMENTARY SCHOOL,5115 W KEEFE AVE,MILWAUKEE,WI,MILWAUKEE
1512878,ATONEMENT LUTHERAN SCHOOL,4224 W RUBY AVE,MILWAUKEE,WI,MILWAUKEE
A9304123,BELIEVERS IN CHRIST CHRISTIAN ACADEMY,4065 N 25TH ST,MILWAUKEE,WI,MILWAUKEE
1506219,CHRIST KING SCHOOL,2646 N SWAN BLVD,WAUWATOSA,WI,MILWAUKEE
A0702458,CROSS TRAINERS ACADEMY,1530 W. CENTER AVE.,MILWAUKEE,WI,MILWAUKEE
A0702459,DESTINY HIGH SCHOOL,7210 N. 76TH ST.,MILWAUKEE,WI,MILWAUKEE
1506401,DOMINICAN HIGH SCHOOL,120 E SILVER SPRING DR,MILWAUKEE,WI,MILWAUKEE
1515245,GOOD SHEPHERDS LUTHERAN SCHOOL,1337 S 100TH ST,WEST ALLIS,WI,MILWAUKEE
A9504524,GRACE CHRISTIAN ACADEMY,8420 W BELOIT RD,WEST ALLIS,WI,MILWAUKEE
A0503723,GREATER HOLY TEMPLE CHRISTIAN ACADEMY,5575 NORTH 76TH STREET,MILWAUKEE,WI,MILWAUKEE
A9504526,GREENDALE BAPTIST ACADEMY,5651 S 51ST ST,GREENDALE,WI,MILWAUKEE
1514117,HERITAGE CHRISTIAN SCHOOLS,3500 S GLENN PARK ROAD,NEW BERLIN,WI,WAUKESHA
A0702467,HICKMAN ACADEMY PREPARATORY SCHOOL,4200 N 51ST BLVD,MILWAUKEE,WI,MILWAUKEE
A0702497,HOPE CHRISTIAN HIGH SCHOOL,3215 N DR MARTIN LUTHER KING DR,MILWAUKEE,WI,MILWAUKEE
A0702469,HOPE CHRISTIAN SCHOOL - FORTIS,3601 N PORT WASHINGTON AVE,MILWAUKEE,WI,MILWAUKEE
A9106926,INDIAN COMMUNITY SCHOOL,10405 W SAINT MARTINS RD,FRANKLIN,WI,MILWAUKEE
A9106927,KRADWELL SCHOOL,1220 DEWEY AVE,WAUWATOSA,WI,MILWAUKEE
1507507,MARQUETTE UNIVERSITY HIGH SCHOOL,3401 W WISCONSIN AVE,MILWAUKEE,WI,MILWAUKEE
1512721,MARTIN LUTHER HIGH SCHOOL,5201 S 76TH ST,GREENDALE,WI,MILWAUKEE
A9504537,MESSIAH LUTHERAN SCHOOL,12145 W EDGERTON AVE,HALES CORNERS,WI,MILWAUKEE
A9106938,MILWAUKEE JEWISH DAY SCHOOL,6401 N SANTA MONICA BLVD STE 1,MILWAUKEE,WI,MILWAUKEE
1514354,MILWAUKEE LUTHERAN HIGH SCHOOL,9700 W GRANTOSA DR,MILWAUKEE,WI,MILWAUKEE
1507529,MOTHER OF GOOD COUNSEL,3001 N 68TH ST,MILWAUKEE,WI,MILWAUKEE
1511896,MT OLIVE LUTHERAN SCHOOL,5301 W WASHINGTON BLVD,MILWAUKEE,WI,MILWAUKEE
A9504545,NATIVITY JESUIT MIDDLE,1515 S 29TH ST,MILWAUKEE,WI,MILWAUKEE
1507573,NORTHWEST CATHOLIC SCHOOL,7140 N 41ST ST,MILWAUKEE,WI,MILWAUKEE
1511411,NORTHWEST LUTHERAN SCHOOL,4119 N 81ST ST,MILWAUKEE,WI,MILWAUKEE
1507609,PIUS XI CATHOLIC HIGH SCHOOL,135 N 76TH ST,MILWAUKEE,WI,MILWAUKEE
K9306391,SHERMAN PARK LUTHERAN SCHOOL / PRESCHOOL,2703 N SHERMAN BLVD,MILWAUKEE,WI,MILWAUKEE
1514638,SILOAH LUTHERAN SCHOOL,3721 N 21ST ST,MILWAUKEE,WI,MILWAUKEE
1507711,ST ANTHONY SCHOOL OF MILWAUKEE,1727 S 9TH ST,MILWAUKEE,WI,MILWAUKEE
1506536,ST CATHERINE CATHOLIC SCHOOL,2647 N 51ST ST,MILWAUKEE,WI,MILWAUKEE
1506671,ST JOHN KANTY ELEMENTARY SCHOOL,2840 S 10TH ST,MILWAUKEE,WI,MILWAUKEE
1506682,ST JOSAPHAT PARISH SCHOOL,801 W LINCOLN AVE,MILWAUKEE,WI,MILWAUKEE
A0702495,ST JOSEPH GRADE SCHOOL,2750 N 122ND ST,WAUWATOSA,WI,MILWAUKEE
A0702491,ST JUDE THE APOSTLE SCHOOL,800 GLENVIEW AVE,WAUWATOSA,WI,MILWAUKEE
1506707,ST MARGARET MARY SCHOOL,3950 N 92ND ST,MILWAUKEE,WI,MILWAUKEE
1514773,ST PAUL LUTHERAN SCHOOL,6881 S 51ST ST,FRANKLIN,WI,MILWAUKEE
1513088,ST PETER-IMMANUEL LUTHERAN SCHOOL,7801 W ACACIA ST,MILWAUKEE,WI,MILWAUKEE
1933637,ST PHILIPS LUTHERAN SCHOOL,3012 N HOLTON ST,MILWAUKEE,WI,MILWAUKEE
1506853,ST ROSE & ST LEO CATHOLIC SCHOOL,514 N 31ST ST,MILWAUKEE,WI,MILWAUKEE
1513725,BETHLEHEM EVANGELICAL LUTHERAN SCHOOL,126 N PINE STREET,HORTONVILLE,WI,OUTAGAMIE
1507405,BLESSED SACRAMENT SCHOOL,3126 S 41ST ST,MILWAUKEE,WI,MILWAUKEE
A9904482,CELEBRATION LUTHERAN SCHOOL,3100 E EVERGREEN DR,APPLETON,WI,OUTAGAMIE
1507915,DIVINE SAVIOR CATHOLIC SCHOOL,305 FREDONIA AVE,FREDONIA,WI,OZAUKEE
A9106904,EAST RIDGEVILLE PAROCHIAL SCHOOL,20938 COUNTY HIGHWAY MM,WILTON,WI,MONROE
1515493,FOX VALLEY LUTHERAN HIGH SCHOOL,5300 N MEADE ST,APPLETON,WI,OUTAGAMIE
1508362,KAUKAUNA CATHOLIC SCHOOL SYSTEM (KCSS),220 DOTY ST,KAUKAUNA,WI,OUTAGAMIE
1933761,IMMANUEL EVANGELICAL LUTHERAN SCHOOL,W7265 SCHOOL RD,GREENVILLE,WI,OUTAGAMIE
1506161,LUMEN CHRISTI CATHOLIC SCHOOL,11300 N SAINT JAMES LN,MEQUON,WI,OZAUKEE
AA000912,MARANATHA SEVENTH-DAY ADVENTIST CHRISTIAN SCHOOL,5100 MCCARTHY RD,LENA,WI,OCONTO
1512663,MOUNT OLIVE LUTHERAN SCHOOL,930 E FLORIDA AVE,APPLETON,WI,OUTAGAMIE
1511091,NATIVITY OF OUR LORD SCHOOL,105 S PELHAM ST,RHINELANDER,WI,ONEIDA
1512812,RIVERVIEW LUTHERAN SCHOOL,136 W SEYMOUR ST,APPLETON,WI,OUTAGAMIE
1510327,SACRED HEART CATHOLIC ELEMENTARY SCHOOL,710 KENYON ST,CASHTON,WI,MONROE
A9304204,SPARTA MENNONITE SCHOOL,604 WALRATH ST,SPARTA,WI,MONROE
1509195,ST ANTHONY SCHOOL,253 N FRANKLIN ST,OCONTO FALLS,WI,OCONTO
1506558,ST CHARLES BORROMEO SCHOOL,3100 W PARNELL AVE,MILWAUKEE,WI,MILWAUKEE
1508125,ST EDWARD SCHOOL,N2944 STATE ROAD 47,APPLETON,WI,OUTAGAMIE
1508828,ST FRANCIS XAVIER ELEMENTARY SCHOOL,1810 N MCDONALD ST,APPLETON,WI,OUTAGAMIE
1508861,ST FRANCIS XAVIER ELEMENTARY SCHOOL-MARQUETTE CA,500 W MARQUETTE ST,APPLETON,WI,OUTAGAMIE
1511568,ST JOHN LUTHERAN CHURCH & SCHOOL,8905 SAINT JOHNS RD,SURING,WI,OCONTO
1508475,ST JOHN NEPOMUCENE SCHOOL,328 GRAND AVE,LITTLE CHUTE,WI,OUTAGAMIE
1505634,ST JOHN THE EVANGELIST SCHOOL,8500 W COLDSPRING RD,GREENFIELD,WI,MILWAUKEE
1512823,ST JOHNS EVANGELICAL LUTHERAN SCHOOL,419 JEFFERSON AVE,SPARTA,WI,MONROE
1508329,ST MARY OF THE IMMACULATE CONCEPTION SCHOOL,N2387 MUNICIPAL DR,GREENVILLE,WI,OUTAGAMIE
1507154,ST MARY PARISH SCHOOL,9553 W EDGERTON AVE,HALES CORNERS,WI,MILWAUKEE
1508395,ST NICHOLAS CATHOLIC SCHOOL,W2035 COUNTY RD S,FREEDOM,WI,OUTAGAMIE
1509785,ST PATRICK'S SCHOOL,100 S L ST,SPARTA,WI,MONROE
1512415,ST PAUL LUTHERAN SCHOOL,505 SUPERIOR AVE,TOMAH,WI,MONROE
1513339,ST PAUL LUTHERAN SCHOOL,225 E HARRIS ST,APPLETON,WI,OUTAGAMIE
1512801,ST PETER LUTHERAN SCHOOL,N2740 FRENCH RD,FREEDOM,WI,OUTAGAMIE
1506842,ST ROMAN PARISH SCHOOL,1810 W BOLIVAR AVE,MILWAUKEE,WI,MILWAUKEE
A9304210,SUNNYVALLEY PAROCHIAL SCHOOL,29962 KIRWOOD AVE,WILTON,WI,MONROE
A9904530,TOMAH BAPTIST ACADEMY,1701 HOLLISTER AVE,TOMAH,WI,MONROE
1514897,TRINITY LUTHERAN SCHOOL,800 AUGUSTINE ST,KAUKAUNA,WI,OUTAGAMIE
1514911,TRINITY LUTHERAN SCHOOL,8781 BRUNSWICK RD,MINOCQUA,WI,ONEIDA
1512787,UNIVERSITY SCHOOL-MILWAUKEE,2100 W FAIRY CHASM RD,MILWAUKEE,WI,MILWAUKEE
1508817,XAVIER HIGH SCHOOL,1600 W PROSPECT AVE,APPLETON,WI,OUTAGAMIE
1515019,ZION EVANGELICAL LUTHERAN SCHOOL,3600 S CHICAGO AVE,SOUTH MILWAUKEE,WI,MILWAUKEE
1515008,ZION LUTHERAN SCHOOL,26 W FREDERICK ST,RHINELANDER,WI,ONEIDA
1512302,CALVARY LUTHERAN SCHOOL,110 DIVISION ST,THIENSVILLE,WI,OZAUKEE
1505893,CATHOLIC CENTRAL HIGH SCHOOL,148 MCHENRY ST,BURLINGTON,WI,RACINE
1512889,CONCORDIA LUTHERAN SCHOOL,8500 DURAND AVE,STURTEVANT,WI,RACINE
A9703651,DUSCHAM AMISH SCHOOL,N6782 L POESCHEL ROAD,DURAND,WI,PEPIN
A9304144,EAGLE SCHOOLS,26700 FELLOWSHIP LN,RICHLAND CENTER,WI,RICHLAND
1511998,FIRST IMMANUEL LUTHERAN SCHOOL,W67N622 EVERGREEN BLVD,CEDARBURG,WI,OZAUKEE
A0303377,HILLSIDE SCHOOL AT LAKEVIEW,1701 SHARP RD,WATERFORD,WI,RACINE
1512696,LUTHERAN HIGH SCHOOL,251 LUEDTKE AVE,RACINE,WI,RACINE
A9708362,MEQUON MONTESSORI SCHOOL,2505 W MEQUON RD,MEQUON,WI,OZAUKEE
1514445,OUR SAVIOR LUTHERAN SCHOOL,1332 ARROWHEAD RD,GRAFTON,WI,OZAUKEE
A9106954,OZAUKEE CHRISTIAN SCHOOL,341 S DRIES ST,SAUKVILLE,WI,OZAUKEE
1509821,PACELLI CATHOLIC HIGH SCHOOL,1301 MARIA DR,STEVENS POINT,WI,PORTAGE
1506081,PORT WASHINGTON CATHOLIC SCHOOL,1802 N WISCONSIN ST,PORT WASHINGTON,WI,OZAUKEE
1513215,RACINE CHRISTIAN SCHOOL,912 VIRGINIA ST,RACINE,WI,RACINE
1510225,SACRED HEART ELEMENTARY SCHOOL,7379 CHURCH ST,CUSTER,WI,PORTAGE
K9306402,SMALL WORLD MONTESSORI,1008 HIGH ST,RACINE,WI,RACINE
1509741,ST ADALBERT SCHOOL,3314 SAINT ADALBERTS RD,ROSHOLT,WI,PORTAGE
1511069,ST ANTHONY OF PADUA CATHOLIC SCHOOL,200 5TH AVE S,PARK FALLS,WI,PRICE
A9703695,ST BRONISLAVA ELEMENTARY SCHOOL,3301 WILLOW DR,PLOVER,WI,PORTAGE
1507096,ST CATHERINES HIGH SCHOOL,1200 PARK AVE,RACINE,WI,RACINE
1510076,ST FRANCIS SCHOOL,244 W. WOODWORTH,ELLSWORTH,WI,PIERCE
1513645,ST JOHNS LUTHERAN SCHOOL,198 WESTRIDGE AVE,BURLINGTON,WI,RACINE
1511444,ST JOHNS LUTHERAN SCHOOL,510 KEWAUNEE ST,RACINE,WI,RACINE
1509708,ST JOSEPH PARISH SCHOOL,281 DAKOTA ST S,PRESCOTT,WI,PIERCE
A9504564,ST JOSEPH'S PARISH SCHOOL,1619 WASHINGTON ST,GRAFTON,WI,OZAUKEE
1507755,ST LUCY SCHOOL,3035 DREXEL AVE,RACINE,WI,RACINE
1505907,ST MARYS SCHOOL,225 W STATE ST,BURLINGTON,WI,RACINE
1511976,ST PAUL LUTHERAN SCHOOL,701 WASHINGTON ST,GRAFTON,WI,OZAUKEE
