NAME,ADDRESS,CITY,STATE,COUNTY
SERENA ELEM SCHOOL,PO BOX 107,SERENA,IL,LASALLE
ST CLAIR CO JUV DETENTION CENTER,9006 LEBANON RD,BELLEVILLE,IL,ST. CLAIR
ELDORADO MIDDLE SCHOOL,1907 1ST ST,ELDORADO,IL,SALINE
P H MILLER ELEM SCHOOL,904 N LEW ST,PLANO,IL,KENDALL
ELIZABETH GRAHAM ELEM SCHOOL,900 W EDWARDS ST,SPRINGFIELD,IL,SANGAMON
MCKINLEY ELEM SCHOOL,5900 W 14TH ST,CICERO,IL,COOK
BUDLONG ELEM SCHOOL,2701 W FOSTER AVE,CHICAGO,IL,COOK
ASPIRA CHARTER SCHOOLS,1711 N CALIFORNIA,CHICAGO,IL,COOK
WAGONER ELEM,1831 215TH PL,SAUK VILLAGE,IL,COOK
ROE 53 ACADEMY,107 RIVERVIEW DR,CREVE COEUR,IL,TAZEWELL
SULLIVAN HIGH SCHOOL,6631 N BOSWORTH AVE,CHICAGO,IL,COOK
WEST PARK ELEM ACADEMY,1425 N TRIPP AVE,CHICAGO,IL,COOK
MERCER COUNTY JR HIGH SCHOOL,203 N WASHINGTON ST,JOY,IL,MERCER
MAPLEBROOK ELEM SCHOOL,1630 WARBLER DR,NAPERVILLE,IL,DUPAGE
PHOENIX MILITARY ACADEMY HS,145 S CAMPBELL AVE,CHICAGO,IL,COOK
GALENA MIDDLE SCHOOL,1230 FRANKLIN ST,GALENA,IL,JO DAVIESS
COLUMBIA MIDDLE SCHOOL,100 EAGLE DR,COLUMBIA,IL,MONROE
WASHINGTON ELEM SCHOOL,100 BUCHANAN ST,RUSHVILLE,IL,SCHUYLER
WASHINGTON G ELEM SCHOOL,3611 E 114TH ST,CHICAGO,IL,COOK
GLENBROOK SOUTH HIGH SCHOOL,4000 W LAKE AVE,GLENVIEW,IL,COOK
MASCOUTAH MIDDLE SCHOOL,846 N 6TH ST,MASCOUTAH,IL,ST. CLAIR
F B MCCORD ELEM SCHOOL,8450 NASHVILLE AVE,BURBANK,IL,COOK
DARWIN ELEM SCHOOL,3116 W BELDEN AVE,CHICAGO,IL,COOK
WAUCONDA GRADE SCHOOL,225 OSAGE ST,WAUCONDA,IL,LAKE
NORTHEAST ELEM MAGNET SCHOOL,1330 E ENGLISH ST,DANVILLE,IL,VERMILION
SHOOP MATH-SCI TECH ELEM ACADEMY,11140 S BISHOP ST,CHICAGO,IL,COOK
JASPER ELEM SCHOOL,RR 3 BOX 473,FAIRFIELD,IL,WAYNE
EDISON PARK ELEM SCHOOL,6220 N OLCOTT AVE,CHICAGO,IL,COOK
GEO T WILKINS JR HIGH SCHOOL,8001 S 82ND AVE,JUSTICE,IL,COOK
DAVIS N ELEM SCHOOL,3014 W 39TH PL,CHICAGO,IL,COOK
SCHAUMBURG HIGH SCHOOL,1100 W SCHAUMBURG RD,SCHAUMBURG,IL,COOK
RUTH M SCHNEIDER ELEM SCHOOL,309 N JOHN ST,FARMER CITY,IL,DE WITT
RAES NIGHT SCHOOL,121 S PRAIRIE ST.,GALESBURG,IL,KNOX
CHICAGO MATH & SCI ELEM CHARTER,7212 N CLARK ST,CHICAGO,IL,COOK
WESTMORE ELEM SCHOOL,340 S SCHOOL ST,LOMBARD,IL,DUPAGE
NORTH CAMPUS,335 E ILLINOIS AVE,PALATINE,IL,COOK
RINGWOOD SCHOOL PRIMARY CTR,4700 SCHOOL RD,RINGWOOD,IL,MCHENRY
NASHVILLE GRADE SCHOOL,750 E GORMAN ST,NASHVILLE,IL,WASHINGTON
MERIDIAN HIGH SCHOOL,PO BOX 380,MACON,IL,MACON
BARRINGTON MDLE SCH- PRAIRIE CMPS,40 E DUNDEE RD,BARRINGTON,IL,COOK
PEORIA REGIONAL HIGH SCHOOL,3826 N TAYLOR RD,HANNA CITY,IL,PEORIA
PEORIA HEIGHTS GRADE SCHOOL,500 E GLEN AVE,PEORIA HEIGHTS,IL,PEORIA
SOUTH BELOIT JR HIGH SCHOOL,840 BLACKHAWK BLVD,SOUTH BELOIT,IL,WINNEBAGO
COFFEEN ELEM SCHOOL,200 SCHOOL ST,COFFEEN,IL,MONTGOMERY
HAZEL DELL ELEM SCHOOL,850 W LAKE SHORE DR,SPRINGFIELD,IL,SANGAMON
UNITY HIGH SCHOOL,1127 COUNTY RD 800N,TOLONO,IL,CHAMPAIGN
PORTA CENTRAL,1500 OWEN AVE,PETERSBURG,IL,MENARD
DISTRICT 7 ALTERNATIVE SCHOOL,6148 CENTER GROVE RD,EDWARDSVILLE,IL,MADISON
HAVANA HIGH SCHOOL,501 S MCKINLEY ST,HAVANA,IL,MASON
NEW BERLIN JR HIGH SCHOOL,PO BOX 230,NEW BERLIN,IL,SANGAMON
FRANKFORT INTERMEDIATE SCHOOL,800 N CHERRY ST,WEST FRANKFORT,IL,FRANKLIN
GAVIN CENTRAL ELEMENTARY SCHOOL,36414 N RIDGE RD,INGLESIDE,IL,LAKE
BELLEVILLE HIGH SCHOOL-EAST,2555 WEST BLVD,BELLEVILLE,IL,ST. CLAIR
DELAND-WELDON HIGH SCHOOL,304 E IL ROUTE 10,DE LAND,IL,PIATT
VERNON L BARKSTALL ELEMENTARY SCH,2201 HALLBECK DR,CHAMPAIGN,IL,CHAMPAIGN
IUKA COMM CONS SCHOOL,405 S MAIN ST,IUKA,IL,MARION
TROY SHOREWOOD SCHOOL,210 SCHOOL RD,SHOREWOOD,IL,WILL
S T E M ACADEMY,1650 PULASKI RD,CALUMET CITY,IL,COOK
MILLIKIN ELEM SCHOOL,920 S CONGRESS ST,GENESEO,IL,HENRY
BOND ELEM SCHOOL,7050 S MAY ST,CHICAGO,IL,COOK
BURR OAK ACADEMY,1441 W 124TH ST,CALUMET PARK,IL,COOK
DU QUOIN HIGH SCHOOL,500 E SOUTH ST,DU QUOIN,IL,PERRY
TAYLORVILLE JR HIGH SCHOOL,120 E BIDWELL ST,TAYLORVILLE,IL,CHRISTIAN
HUSMANN ELEM SCHOOL,131 W PADDOCK ST,CRYSTAL LAKE,IL,MCHENRY
CUMBERLAND HIGH SCHOOL,1496 IL ROUTE 121,TOLEDO,IL,CUMBERLAND
EARLY CHILDHOOD,130 W MADISON ST,ELMHURST,IL,DUPAGE
HAWTHORN ELEM SCHOOL NORTH,301 W HAWTHORN PKWY,VERNON HILLS,IL,LAKE
CARROLL ELEM SCHOOL,2929 W 83RD ST,CHICAGO,IL,COOK
LINCOLN ELEM SCHOOL,4300 GROVE AVE,BROOKFIELD,IL,COOK
WINDSOR ELEMENTARY SCHOOL,1315 E MINER ST,ARLINGTON HEIGHTS,IL,COOK
HILLTOP ELEMENTARY SCHOOL,1855 ROHRSON RD,ELGIN,IL,COOK
PLEASANT HILL ELEM SCHOOL,434 W ILLINOIS AVE,PALATINE,IL,COOK
BOWEN HIGH SCHOOL,2710 E 89TH ST,CHICAGO,IL,COOK
PARIS COOPERATIVE HIGH SCHOOL,309 S MAIN ST,PARIS,IL,EDGAR
CHICAGO HS FOR AGRICULT SCIENCES,3857 W 111TH ST,CHICAGO,IL,COOK
SPEED INDEPENDENCE HIGH SCHOOL,1125 DIVISION ST,CHICAGO HEIGHTS,IL,COOK
TAFT HIGH SCHOOL,6530 W BRYN MAWR AVE,CHICAGO,IL,COOK
DD EISENHOWER HIGH SCH (CAMPUS),12700 SACRAMENTO AVE,BLUE ISLAND,IL,COOK
LINCOLN MIDDLE SCHOOL,700 W LINCOLN ST,MT PROSPECT,IL,COOK
RUDOLPH ELEM LEARNING CENTER,110 N PAULINA ST,CHICAGO,IL,COOK
KILDEER COUNTRYSIDE ELEM SCHOOL,3100 OLD MCHENRY RD,LONG GROVE,IL,LAKE
ABE LINCOLN ELEM SCHOOL,3545 S 61ST AVE,CICERO,IL,COOK
WEST SCHOOL,1010 FORESTWAY DR,GLENCOE,IL,COOK
MARGARET MEAD JHS,1765 BIESTERFIELD RD,ELK GROVE VILLAGE,IL,COOK
MADERO MIDDLE SCHOOL,3202 W 28TH ST,CHICAGO,IL,COOK
GREENE N ELEM SCHOOL,3525 S HONORE ST,CHICAGO,IL,COOK
DORE ELEM SCHOOL,6108 S NATOMA AVE,CHICAGO,IL,COOK
WM HAMMERSCHMIDT ELEM SCHOOL,617 HAMMERSCHMIDT AV,LOMBARD,IL,DUPAGE
CHURCHVILLE MIDDLE SCHOOL,155 E VICTORY PKWY,ELMHURST,IL,DUPAGE
BRYAN MIDDLE SCHOOL,111 W BUTTERFIELD RD,ELMHURST,IL,DUPAGE
EASTVIEW ELEM SCHOOL,540 LONGWOOD DR,ALGONQUIN,IL,MCHENRY
CENTRALIA PRE-KINDERGARTEN CTR,422 S ELM ST,CENTRALIA,IL,MARION
DAKOTA JR SR HIGH SCHOOL,300 CAMPUS DR,DAKOTA,IL,STEPHENSON
PLAMONDON ELEM SCHOOL,2642 W 15TH PL,CHICAGO,IL,COOK
PRAIRIE CENTRAL ELEM SCHOOL,600 S 1ST ST,FAIRBURY,IL,LIVINGSTON
LINCOLN JR HIGH SCHOOL,7839 LINCOLN AVE,SKOKIE,IL,COOK
LEE R FOSTER ELEM SCHOOL,5931 SCHOOL ST,OAK FOREST,IL,COOK
GARY ELEMENTARY SCHOOL,130 E FOREST AVE,WEST CHICAGO,IL,DUPAGE
MARQUETTE ELEM SCHOOL,6550 S RICHMOND ST,CHICAGO,IL,COOK
CARRIER MILLS-STONEFORT H S,7071 US 45 S,CARRIER MILLS,IL,SALINE
JOHN GATES ELEM SCHOOL,800 7TH AVE,AURORA,IL,KANE
CENTRAL JUNIOR HIGH,215 E CENTRAL BLVD,KEWANEE,IL,HENRY
CANTON HIGH SCHOOL,1001 N MAIN ST,CANTON,IL,FULTON
ASTORIA JUNIOR HIGH SCHOOL,402 N JEFFERSON ST,ASTORIA,IL,FULTON
WAUCONDA CUSD 118 ALOP,555 N MAIN ST,WAUCONDA,IL,LAKE
FLEX PROGRAM,704 W ABE ST,PLANO,IL,KENDALL
LAKE BLUFF MIDDLE SCHOOL,31 E SHERIDAN PL,LAKE BLUFF,IL,LAKE
WASHINGTON DUAL LANGUAGE ACADEMY,1111 WASHINGTON BLVD,MAYWOOD,IL,COOK
SOUTHEAST ELEM SCHOOL,9800 S FRANCISCO AVE,EVERGREEN PARK,IL,COOK
GEORGETOWN ELEMENTARY SCHOOL,995 LONG GROVE DR,AURORA,IL,DUPAGE
NAPERVILLE CENTRAL HIGH SCHOOL,440 AURORA AVE,NAPERVILLE,IL,DUPAGE
BENJAMIN FRANKLIN ELEM SCHOOL,350 BRYANT AVE,GLEN ELLYN,IL,DUPAGE
MIDWAY SCHOOL,6321 MIDWAY DR,MORO,IL,MADISON
INDEPENDENCE ELEM SCHOOL,230 S ORCHARD DR,BOLINGBROOK,IL,WILL
RUGGLES ELEM SCHOOL,7831 S PRAIRIE AVE,CHICAGO,IL,COOK
FAIRVIEW ELEM SCHOOL,375 ARIZONA BLVD,HOFFMAN ESTATES,IL,COOK
WASHINGTON MIDDLE SCHOOL,100 E 12TH ST,JOHNSTON CITY,IL,WILLIAMSON
RIVERDALE SR HIGH SCHOOL,9622 256TH ST N,PORT BYRON,IL,ROCK ISLAND
MCCLELLAN ELEM SCHOOL,3527 S WALLACE ST,CHICAGO,IL,COOK
WEST SIDE PRIMARY SCHOOL,411 W LINCOLN ST,HARRISBURG,IL,SALINE
BELDING ELEM SCHOOL,4257 N TRIPP AVE,CHICAGO,IL,COOK
FRANKLIN PARK MIDDLE SCHOOL,1325 N FRANKLIN ST,SALEM,IL,MARION
BELL ELEM SCHOOL,3730 N OAKLEY AVE,CHICAGO,IL,COOK
VILLAGE ELEMENTARY SCHOOL,880 W NIPPERSINK RD,ROUND LAKE,IL,LAKE
GRAFTON ELEM SCHOOL,1200 GRAFTON HILL DR,GRAFTON,IL,JERSEY
MCNAIR ELEM SCHOOL,4820 W WALTON ST,CHICAGO,IL,COOK
JOHNSBURG JR HIGH SCHOOL,2220 CHURCH ST,JOHNSBURG,IL,MCHENRY
LAVIZZO ELEM SCHOOL,138 W 109TH ST,CHICAGO,IL,COOK
RIVERTON ELEM SCHOOL,PO BOX 470,RIVERTON,IL,SANGAMON
HILLTOP ELEM SCHOOL,2615 W LINCOLN RD,MCHENRY,IL,MCHENRY
BRAUN EDUCATIONAL CENTER,6020 151ST ST,OAK FOREST,IL,COOK
SPRINGFIELD BALL CHARTER SCHOOL,2530 E ASH ST,SPRINGFIELD,IL,SANGAMON
KNOXVILLE JR HIGH SCHOOL,701 E MILL ST,KNOXVILLE,IL,KNOX
RIDGEWOOD ELEM SCHOOL,9607 14TH ST W,ROCK ISLAND,IL,ROCK ISLAND
ARMSTRONG-OAKVIEW ELEM SCHOOL,1848 HIGHVIEW RD,EAST PEORIA,IL,TAZEWELL
VALMEYER ELEMENTARY SCHOOL,300 S CEDAR BLUFF DR,VALMEYER,IL,MONROE
GWENDOLYN BROOKS ELEM SCH,3225 SANGAMON DR,DEKALB,IL,DEKALB
DENNING ELEMENTARY SCHOOL,1401 W 6TH ST,WEST FRANKFORT,IL,FRANKLIN
COAL CITY INTERMEDIATE SCHOOL,305 E DIVISION ST,COAL CITY,IL,GRUNDY
NORTH MAC INTERMEDIATE,525 N 3RD ST,GIRARD,IL,MACOUPIN
LINCOLN ELEMENTARY SCHOOL,220 E SUNSET PL,DEKALB,IL,DEKALB
VALMEYER HIGH SCHOOL,300 S CEDAR BLUFF DR,VALMEYER,IL,MONROE
REAGAN MIDDLE SCHOOL,620 DIVISION ST,DIXON,IL,LEE
THOMAS JEFFERSON PRIMARY SCHOOL,918 W FLORENCE AVE,PEORIA,IL,PEORIA
WASCO ELEM SCHOOL,PO BOX 83,WASCO,IL,KANE
DAHLGREN ELEM SCHOOL,PO BOX 70,DAHLGREN,IL,HAMILTON
EDISON JR HIGH SCHOOL,4141 9TH ST,ROCK ISLAND,IL,ROCK ISLAND
GEN JOHN A LOGAN ATTENDANCE CNTR,320 WATSON RD,MURPHYSBORO,IL,JACKSON
DOUGLASS ACADEMY HIGH SCHOOL,543 N WALLER AVE,CHICAGO,IL,COOK
MARTINSVILLE ELEM SCHOOL,PO BOX 396,MARTINSVILLE,IL,CLARK
GARVEY M ELEM SCHOOL,10309 S MORGAN ST,CHICAGO,IL,COOK
ADAMS COUNTY RSSP,1416 MAINE ST,QUINCY,IL,ADAMS
FOREST GLEN ELEM SCHOOL,561 ELM ST,GLEN ELLYN,IL,DUPAGE
VANDERPOEL ELEM MAGNET SCHOOL,9510 S PROSPECT AVE,CHICAGO,IL,COOK
GOODRICH ELEM SCHOOL,3450 HOBSON RD,WOODRIDGE,IL,DUPAGE
MAINE EAST HIGH SCHOOL,2601 DEMPSTER ST,PARK RIDGE,IL,COOK
RIDGE LAWN ELEMENTARY SCHOOL,5757 105TH ST,CHICAGO RIDGE,IL,COOK
REAVIS ELEM MATH & SCI SPEC SCHL,834 E 50TH ST,CHICAGO,IL,COOK
KELLY HIGH SCHOOL,4136 S CALIFORNIA AV,CHICAGO,IL,COOK
WESTERN HIGH SCHOOL,401 MCDONOUGH ST,BARRY,IL,PIKE
OSWEGO HIGH SCHOOL,4250 STATE ROUTE 71,OSWEGO,IL,KENDALL
ELLIS MIDDLE SCHOOL,225 S LIBERTY ST,ELGIN,IL,KANE
WASHINGTON MIDDLE SCHOOL,231 S CONSTITUTION,AURORA,IL,KANE
LARKIN HIGH SCHOOL,1475 LARKIN AVE,ELGIN,IL,KANE
CHADWICK ELEM SCHOOL,19 SCHOOL ST,CHADWICK,IL,CARROLL
HADLEY MIDDLE SCHOOL,15731 S BELL RD,HOMER GLEN,IL,WILL
ORION HIGH SCHOOL,PO BOX 39,ORION,IL,HENRY
PRINCEVILLE ELEM SCHOOL,602 N TOWN AVE,PRINCEVILLE,IL,PEORIA
CISSNA PARK ELEMENTARY SCHOOL,511 N 2ND ST,CISSNA PARK,IL,IROQUOIS
CUBA MIDDLE SCHOOL,20325 N ST RTE 97,CUBA,IL,FULTON
COOLIDGE JUNIOR HIGH SCH,3231 NAMEOKI RD,GRANITE CITY,IL,MADISON
HILLCREST ELEM SCHOOL,80 N AIRLITE ST,ELGIN,IL,KANE
ASTORIA ELEM SCHOOL,402 N JEFFERSON ST,ASTORIA,IL,FULTON
MEREDOSIA-CHAMBERSBURG ELEM SCH,830 MAIN STREET,MEREDOSIA,IL,MORGAN
LITCHFIELD MIDDLE SCHOOL,1701 N STATE ST,LITCHFIELD,IL,MONTGOMERY
FREMONT JR HIGH/MIDDLE SCHOOL,28871 N FREMONT CTR,MUNDELEIN,IL,LAKE
ANNETTE OFFICER ELEMENTARY,558 N 27TH ST,EAST SAINT LOUIS,IL,ST. CLAIR
ORCHARD PLACE ELEM SCHOOL,2727 MAPLE ST,DES PLAINES,IL,COOK
HILLCREST ELEM SCHOOL,451 22ND AVE,EAST MOLINE,IL,ROCK ISLAND
CHAUNCEY H DUKER SCHOOL,3711 W KANE AVE,MCHENRY,IL,MCHENRY
WASHINGTON MIDDLE SCHOOL,1100 N MAIN ST,WASHINGTON,IL,TAZEWELL
BROWNSTOWN JR HIGH SCHOOL,421 S COLLEGE AVE,BROWNSTOWN,IL,FAYETTE
IL MATHEMATICS & SCIENCE ACADEMY,1500 SULLIVAN RD,AURORA,IL,KANE
INDIAN PRAIRIE ELEM SCHOOL,651 VILLAGE RD,CRYSTAL LAKE,IL,MCHENRY
SPENCER LOOMIS ELEMENTARY SCHOOL,1 HUBBARD LN,HAWTHORN WOODS,IL,LAKE
HOOVER ELEM SCHOOL,1260 SUPERIOR AVE,CALUMET CITY,IL,COOK
WILLARD ELEM SCHOOL,2700 HURD AVE,EVANSTON,IL,COOK
PALOS EAST ELEMENTARY SCHOOL,7700 W 127TH ST,PALOS HEIGHTS,IL,COOK
EISENHOWER SCHOOL,16001 MINERVA AVE,SOUTH HOLLAND,IL,COOK
AUSTIN POLYTECHNICAL ACADEMY HS,231 N PINE AVE,CHICAGO,IL,COOK
WILLIAM HATCH ELEM SCHOOL,1000 N RIDGELAND AVE,OAK PARK,IL,COOK
WILD ROSE ELEM SCHOOL,36W730 RED HAW LN,ST CHARLES,IL,KANE
EDGEBROOK ELEM SCHOOL,6525 N HIAWATHA AVE,CHICAGO,IL,COOK
IROQUOIS COMMUNITY SCHOOL,1836 E TOUHY AVE,DES PLAINES,IL,COOK
ORION MIDDLE SCHOOL,PO BOX 129,ORION,IL,HENRY
LIBERTY ELEMENTARY SCHOOL,6500 MILLER RD,CARPENTERSVILLE,IL,KANE
REGL LEARNING ACADEMY STAR BOONE,1320 EAST AVE,BELVIDERE,IL,BOONE
INDIAN TRAIL MIDDLE SCHOOL,14723 S EASTERN AVE,PLAINFIELD,IL,WILL
PRAIRIE HILL ELEM SCHOOL,14714 WILLOWBROOK RD,SOUTH BELOIT,IL,WINNEBAGO
RIVER RIDGE MIDDLE SCHOOL,4141 IL ROUTE 84 S,HANOVER,IL,JO DAVIESS
A F AMES ELEM SCHOOL,86 SOUTHCOTE RD,RIVERSIDE,IL,COOK
GEFF ELEM SCHOOL,201 E LAFAYETTE ST,GEFF,IL,WAYNE
HUGHES C ELEM SCHOOL,4247 W 15TH ST,CHICAGO,IL,COOK
ISAAC FOX ELEMENTARY SCHOOL,395 W CUBA RD,LAKE ZURICH,IL,LAKE
LINCOLN ELEM SCHOOL,315 N BONHAM ST,MACOMB,IL,MCDONOUGH
BRUSSELS GRADE SCHOOL,PO BOX 128,BRUSSELS,IL,CALHOUN
GRAND PRAIRIE ELEM SCHOOL,21462 N RICHVIEW LN,CENTRALIA,IL,JEFFERSON
HAWTHORN MIDDLE SCHOOL NORTH,201 W HAWTHORN PKWY,VERNON HILLS,IL,LAKE
DU QUOIN ELEMENTARY SCHOOL,845 E JACKSON ST,DU QUOIN,IL,PERRY
HAYT ELEM SCHOOL,1518 W GRANVILLE AVE,CHICAGO,IL,COOK
YORKVILLE GRADE SCHOOL,201 W SOMONAUK ST,YORKVILLE,IL,KENDALL
TRIOPIA GRADE SCHOOL,2206 CNCRD-ARNZVILLE,CONCORD,IL,MORGAN
FAIRVIEW ELEM SCHOOL,416 FAIRVIEW ST,NORMAL,IL,MCLEAN
CARLINVILLE PRIMARY SCHOOL,18456 SHIPMAN RD,CARLINVILLE,IL,MACOUPIN
FALCONER ELEM SCHOOL,3020 N LAMON AVE,CHICAGO,IL,COOK
BOWER ELEM SCHOOL,4S241 RIVER RD,WARRENVILLE,IL,DUPAGE
JEFFERSON ELEM SCHOOL,1108 GRAND AVE,JOHNSTON CITY,IL,WILLIAMSON
BLOOMINGTON JR HIGH SCHOOL,901 COLTON AVE,BLOOMINGTON,IL,MCLEAN
WESCOTT ELEMENTARY SCHOOL,1820 WESTERN AVE,NORTHBROOK,IL,COOK
BANNOCKBURN SCHOOL,2165 TELEGRAPH RD,BANNOCKBURN,IL,LAKE
NEWARK COMM HIGH SCHOOL,413 CHICAGO RD,NEWARK,IL,KENDALL
SCAMMON ELEM SCHOOL,4201 W HENDERSON ST,CHICAGO,IL,COOK
WALNUT TRAILS ELEM SCHOOL,301 WYNSTONE DR,SHOREWOOD,IL,WILL
ACAD FOR LIFELONG LEARNING,410 ASHLAND AVE,CHICAGO HEIGHTS,IL,COOK
STEM PARTNERSHIP SCHOOL,405 S GLADSTONE AVE,AURORA,IL,KANE
DEKALB EARLY LRNG AND DEV CTR,1515 S 4TH ST,DEKALB,IL,DEKALB
SUMNER ELEM MATH & SCI COMM ACAD,4320 W 5TH AVE,CHICAGO,IL,COOK
SOUTH CENTRAL HIGH SCHOOL,800 W WASHINGTON ST,FARINA,IL,FAYETTE
HARRISBURG HIGH SCHOOL,333 W COLLEGE ST,HARRISBURG,IL,SALINE
MERRILL ELEM SCHOOL,600 4TH AVE,ROCK FALLS,IL,WHITESIDE
EARLY LEARNING CENTER,3224 S BANKER ST,EFFINGHAM,IL,EFFINGHAM
CHIPPEWA ELEM SCHOOL,12425 S AUSTIN AVE,PALOS HEIGHTS,IL,COOK
REED-CUSTER HIGH SCHOOL,249 COMET DR,BRAIDWOOD,IL,WILL
UNITY EAST,1638 CNTY RD 1000 N,PHILO,IL,CHAMPAIGN
LMP ROE TAOEP,119 W MADISON,OTTAWA,IL,LASALLE
HORIZON SCI ACAD - CHATHAM CTHR,8522 S LAFAYETTE AVE,CHICAGO,IL,COOK
EARLY CHILDHOOD CENTER,71 E 152ND ST,HARVEY,IL,COOK
CONNOR SHAW CENTER,212 W WILSON ST,PEOTONE,IL,WILL
BRENTWOOD ELEM SCHOOL,260 DULLES RD,DES PLAINES,IL,COOK
IDEAL ELEM SCHOOL,9901 W 58TH ST,COUNTRYSIDE,IL,COOK
WILLIAM F MURPHY ELEM SCHOOL,7700 LARCHWOOD LN,WOODRIDGE,IL,DUPAGE
GENESEO MIDDLE SCHOOL,333 E OGDEN AVE,GENESEO,IL,HENRY
DONOVAN JR HIGH SCHOOL,PO BOX 186,DONOVAN,IL,IROQUOIS
A J KATZENMAIER ACADEMY,1829 KENNEDY DR,NORTH CHICAGO,IL,LAKE
MABLE WOOLSEY ELEM SCHOOL,106 PLEASANT AVE,KNOXVILLE,IL,KNOX
KANKAKEE JUNIOR HIGH SCHOOL,2250 E CRESTWOOD ST,KANKAKEE,IL,KANKAKEE
HORACE MANN ELEM SCHOOL,921 N KENILWORTH AVE,OAK PARK,IL,COOK
CHESTER HIGH SCHOOL,1901 SWANWICK ST,CHESTER,IL,RANDOLPH
SPENCER TRAIL,1701 SPENCER RD,NEW LENOX,IL,WILL
FARMINGTON CENTRAL JR HIGH SCH,300 N LIGHTFOOT RD,FARMINGTON,IL,PEORIA
JEFFERSON PARK SCHOOL,250 W 3RD ST,EL PASO,IL,WOODFORD
THE DISTRICT 54 EARLY LRNING CTR,520 E SCHAUMBURG RD,SCHAUMBURG,IL,COOK
EARLY CHILDHOOD FACILITY,882 W NIPPERSINK RD,ROUND LAKE,IL,LAKE
WESCLIN MIDDLE SCHOOL,10003 STATE RTE 160,TRENTON,IL,CLINTON
JEFFERSON MIDDLE SCHOOL,1151 PLUM ST,AURORA,IL,KANE
MIDWEST CENTRAL HIGH SCHOOL,910 S WASHINGTON ST,MANITO,IL,MASON
HICKORY GROVE ELEMENTARY SCHOOL,2514 W HICKORY GROVE,DUNLAP,IL,PEORIA
HONONEGAH HIGH SCHOOL,307 SALEM ST,ROCKTON,IL,WINNEBAGO
EAST DUBUQUE HIGH SCHOOL,200 PARKLANE DR,EAST DUBUQUE,IL,JO DAVIESS
GENEVA COMMUNITY HIGH SCHOOL,416 MCKINLEY AVE,GENEVA,IL,KANE
DURAND JR HIGH SCHOOL,200 W SOUTH ST,DURAND,IL,WINNEBAGO
FIELDCREST MIDDLE SCH/ELEM - EAST,102 W ELM ST,WENONA,IL,MARSHALL
NETTIE DAVIS ELEM SCHOOL,495 N 4TH ST,WATSEKA,IL,IROQUOIS
SHABBONA MIDDLE SCHOOL,725 SCHOOL ST,MORRIS,IL,GRUNDY
PEORIA HIGH SCHOOL,1615 N NORTH ST,PEORIA,IL,PEORIA
VALLEY VIEW EARLY CHILDHOOD CNTR,753 DALHART AVE,ROMEOVILLE,IL,WILL
SOUTH PEKIN ELEM SCHOOL,206 MAIN ST,SOUTH PEKIN,IL,TAZEWELL
GARDEN HILLS ELEM SCHOOL,2001 GARDEN HILLS DR,CHAMPAIGN,IL,CHAMPAIGN
PALOS SOUTH MIDDLE SCHOOL,13100 S 82ND AVE,PALOS PARK,IL,COOK
EDWARDSVILLE HIGH SCHOOL,6161 CENTER GROVE RD,EDWARDSVILLE,IL,MADISON
LEROY ELEMENTARY SCHOOL,805 N BARNETT ST,LE ROY,IL,MCLEAN
HILLCREST ELEMENTARY SCHOOL,433 E DEPOT ST,ANTIOCH,IL,LAKE
THORNTON FRACTNL NO HIGH SCHOOL,755 PULASKI RD,CALUMET CITY,IL,COOK
CARL SANDBURG ELEM SCHOOL,1345 JEWELL RD,WHEATON,IL,DUPAGE
R O W V A ELEM SCHOOL,PO BOX 69,ONEIDA,IL,KNOX
ILLINI ELEM SCHOOL,21 CIRCLE DR,FAIRVIEW HEIGHTS,IL,ST. CLAIR
NORWOOD PARK ELEM SCHOOL,5900 N NINA AVE,CHICAGO,IL,COOK
ARLENE WELCH ELEMENTARY SCHOOL,2620 LEVERENZ RD,NAPERVILLE,IL,WILL
WEST LEYDEN HIGH SCHOOL,1000 N WOLF RD,NORTHLAKE,IL,COOK
TAYLOR PARK ELEM SCHOOL,806 E STEPHENSON ST,FREEPORT,IL,STEPHENSON
MARK TWAIN PRIMARY SCHOOL,2250 E COURT ST,KANKAKEE,IL,KANKAKEE
ALOP ACADEMIC LEARNING PROGRAM,201 SCOVILLE AVE,OAK PARK,IL,COOK
LENA ELEM SCHOOL,401 FREMONT ST,LENA,IL,STEPHENSON
SOUTH BELOIT SR HIGH SCHOOL,245 PRAIRIE HILL RD,SOUTH BELOIT,IL,WINNEBAGO
MORRISONVILLE ELEM SCHOOL,PO BOX 13,MORRISONVILLE,IL,CHRISTIAN
WARSAW SR HIGH SCHOOL,340 S 11TH ST,WARSAW,IL,HANCOCK
WEST ELEMENTARY SCHOOL,1513 STATE ST,ALTON,IL,MADISON
THURGOOD MARSHALL SCHOOL,4664 N ROCKTON AVE,ROCKFORD,IL,WINNEBAGO
SOUTHWEST ELEM SCHOOL,14794 CATLIN TILTON,DANVILLE,IL,VERMILION
ISAAC SINGLETON ELEM SCH,1451 COPPERFIELD AVE,JOLIET,IL,WILL
COLLINSVILLE HIGH SCHOOL,2201 S MORRISON AVE,COLLINSVILLE,IL,ST. CLAIR
LAKE PARK HIGH SCHOOL,500 W BRYN MAWR AVE,ROSELLE,IL,DUPAGE
WILMINGTON HIGH SCHOOL,209 WILDCAT CT,WILMINGTON,IL,WILL
